1,260,16
2,340,34
3,18,92
4,119,66
5,591,180
6,816,162
7,876,34
8,511,124
9,902,154
10,1000,186
11,329,108
12,449,136
13,971,122
14,808,166
15,899,44
16,227,152
17,561,116
18,808,172
19,731,26
20,258,186
21,401,62
22,476,12
23,585,78
24,832,48
25,894,154
26,370,88
27,685,192
28,802,82
29,118,34
30,126,152
31,823,80
32,13,124
33,190,152
34,431,182
35,244,112
36,535,18
37,29,50
38,146,76
39,597,74
40,106,76
41,132,62
42,176,170
43,978,152
44,735,18
45,733,128
46,386,182
47,307,130
48,133,88
49,876,98
50,514,110
51,262,12
52,507,96
53,337,188
54,228,124
55,828,152
56,265,36
57,224,108
58,197,52
59,172,10
60,545,174
61,225,122
62,940,138
63,568,26
64,406,106
65,666,178
66,686,84
67,361,150
68,563,126
69,436,38
70,846,42
71,357,122
72,351,170
73,147,184
74,681,176
75,857,112
76,306,104
77,62,62
78,77,60
79,231,170
80,726,184
81,910,186
82,913,162
83,702,144
84,714,34
85,261,146
86,960,64
87,57,12
88,398,24
89,920,50
90,2,112
91,162,162
92,17,140
93,460,100
94,295,108
95,904,82
96,902,170
97,881,134
98,60,52
99,265,54
100,537,154
101,511,98
102,949,138
103,715,152
104,830,118
105,350,160
106,255,130
107,315,12
108,703,170
109,758,84
110,193,118
111,56,98
112,156,98
113,636,194
114,427,128
115,442,140
116,546,106
117,375,26
118,965,124
119,997,104
120,285,30
121,340,104
122,896,72
123,844,148
124,852,88
125,820,100
126,106,150
127,51,154
128,928,26
129,831,176
130,148,106
131,36,14
132,175,164
133,996,94
134,159,96
135,321,56
136,630,170
137,30,82
138,455,36
139,179,102
140,142,120
141,60,94
142,730,66
143,280,38
144,229,40
145,764,96
146,651,106
147,522,32
148,784,90
149,237,90
150,102,40
151,414,142
152,919,78
153,191,142
154,245,112
155,380,70
156,574,194
157,718,200
158,462,194
159,858,98
160,298,116
161,334,140
162,977,144
163,863,196
164,663,156
165,869,102
166,601,162
167,885,82
168,737,104
169,300,52
170,762,26
171,320,152
172,182,200
173,571,44
174,567,186
175,987,168
176,252,36
177,230,100
178,956,190
179,18,144
180,498,94
181,265,132
182,152,142
183,270,114
184,122,64
185,881,180
186,813,20
187,379,56
188,64,26
189,422,42
190,306,26
191,633,120
192,58,36
193,414,104
194,956,186
195,405,110
196,738,132
197,96,110
198,997,122
199,531,154
200,79,28
201,891,162
202,439,146
203,550,18
204,715,128
205,973,80
206,110,18
207,95,58
208,918,36
209,93,124
210,412,30
211,172,86
212,90,86
213,154,134
214,948,88
215,214,190
216,329,142
217,553,36
218,163,146
219,213,126
220,528,60
221,284,78
222,102,130
223,461,180
224,725,196
225,66,14
226,90,90
227,311,110
228,170,84
229,293,108
230,506,160
231,412,156
232,91,200
233,980,26
234,347,42
235,499,156
236,676,34
237,565,128
238,323,52
239,474,164
240,772,92
241,801,162
242,688,10
243,530,84
244,657,116
245,837,68
246,722,32
247,462,84
248,783,130
249,527,118
250,666,132
251,290,30
252,509,170
253,986,112
254,336,22
255,271,134
256,689,140
257,852,14
258,737,128
259,541,22
260,781,100
261,102,190
262,585,10
263,638,200
264,708,12
265,939,14
266,684,122
267,699,188
268,506,130
269,885,86
270,801,46
271,303,196
272,819,144
273,837,76
274,55,66
275,736,38
276,922,14
277,927,102
278,191,126
279,763,200
280,360,106
281,619,40
282,233,200
283,350,140
284,370,50
285,651,24
286,393,32
287,73,40
288,697,46
289,735,200
290,578,108
291,147,90
292,107,134
293,576,106
294,571,194
295,290,70
296,843,32
297,576,166
298,245,188
299,275,196
300,225,90
301,462,76
302,359,94
303,298,130
304,238,192
305,505,30
306,787,26
307,60,164
308,330,144
309,8,134
310,632,116
311,419,60
312,819,14
313,668,82
314,393,60
315,327,148
316,175,26
317,880,96
318,579,108
319,638,142
320,52,28
321,246,148
322,380,158
323,15,30
324,831,74
325,955,128
326,51,88
327,287,106
328,761,196
329,450,172
330,601,62
331,456,128
332,649,26
333,22,60
334,197,44
335,852,188
336,207,46
337,781,88
338,767,78
339,425,196
340,263,46
341,126,180
342,105,16
343,872,172
344,528,48
345,173,180
346,545,72
347,362,106
348,925,166
349,517,50
350,347,192
351,423,186
352,994,72
353,71,22
354,207,78
355,681,174
356,472,120
357,218,22
358,28,192
359,945,30
360,300,108
361,680,22
362,134,90
363,740,120
364,856,12
365,516,180
366,502,122
367,517,110
368,531,80
369,33,92
370,735,130
371,185,164
372,87,16
373,865,14
374,15,44
375,743,148
376,865,148
377,451,122
378,242,180
379,964,30
380,244,178
381,684,106
382,727,38
383,139,200
384,428,170
385,440,94
386,248,58
387,988,46
388,136,178
389,582,144
390,374,104
391,337,14
392,428,24
393,192,94
394,817,192
395,697,36
396,477,156
397,190,16
398,733,14
399,312,144
400,21,184
