1,260,8
2,340,17
3,18,46
4,119,33
5,591,90
6,816,81
7,876,17
8,511,62
9,902,77
10,1000,93
11,329,54
12,449,68
13,971,61
14,808,83
15,899,22
16,227,76
17,561,58
18,808,86
19,731,13
20,258,93
21,401,31
22,476,6
23,585,39
24,832,24
25,894,77
26,370,44
27,685,96
28,802,41
29,118,17
30,126,76
31,823,40
32,13,62
33,190,76
34,431,91
35,244,56
36,535,9
37,29,25
38,146,38
39,597,37
40,106,38
41,132,31
42,176,85
43,978,76
44,735,9
45,733,64
46,386,91
47,307,65
48,133,44
49,876,49
50,514,55
51,262,6
52,507,48
53,337,94
54,228,62
55,828,76
56,265,18
57,224,54
58,197,26
59,172,5
60,545,87
61,225,61
62,940,69
63,568,13
64,406,53
65,666,89
66,686,42
67,361,75
68,563,63
69,436,19
70,846,21
71,357,61
72,351,85
73,147,92
74,681,88
75,857,56
76,306,52
77,62,31
78,77,30
79,231,85
80,726,92
81,910,93
82,913,81
83,702,72
84,714,17
85,261,73
86,960,32
87,57,6
88,398,12
89,920,25
90,2,56
91,162,81
92,17,70
93,460,50
94,295,54
95,904,41
96,902,85
97,881,67
98,60,26
99,265,27
100,537,77
101,511,49
102,949,69
103,715,76
104,830,59
105,350,80
106,255,65
107,315,6
108,703,85
109,758,42
110,193,59
111,56,49
112,156,49
113,636,97
114,427,64
115,442,70
116,546,53
117,375,13
118,965,62
119,997,52
120,285,15
121,340,52
122,896,36
123,844,74
124,852,44
125,820,50
126,106,75
127,51,77
128,928,13
129,831,88
130,148,53
131,36,7
132,175,82
133,996,47
134,159,48
135,321,28
136,630,85
137,30,41
138,455,18
139,179,51
140,142,60
141,60,47
142,730,33
143,280,19
144,229,20
145,764,48
146,651,53
147,522,16
148,784,45
149,237,45
150,102,20
151,414,71
152,919,39
153,191,71
154,245,56
155,380,35
156,574,97
157,718,100
158,462,97
159,858,49
160,298,58
161,334,70
162,977,72
163,863,98
164,663,78
165,869,51
166,601,81
167,885,41
168,737,52
169,300,26
170,762,13
171,320,76
172,182,100
173,571,22
174,567,93
175,987,84
176,252,18
177,230,50
178,956,95
179,18,72
