1,260,8
2,340,18
3,18,50
4,119,36
5,591,99
6,816,89
7,876,18
8,511,68
9,902,84
10,1000,102
11,329,59
12,449,74
13,971,67
14,808,91
15,899,24
16,227,83
17,561,63
18,808,94
19,731,14
20,258,102
21,401,34
22,476,6
23,585,42
24,832,26
25,894,84
26,370,48
27,685,105
28,802,45
29,118,18
30,126,83
31,823,44
32,13,68
33,190,83
34,431,100
35,244,61
36,535,9
37,29,27
38,146,41
39,597,40
40,106,41
41,132,34
42,176,93
43,978,83
44,735,9
45,733,70
46,386,100
47,307,71
48,133,48
49,876,53
50,514,60
51,262,6
52,507,52
53,337,103
54,228,68
55,828,83
56,265,19
57,224,59
58,197,28
59,172,5
60,545,95
61,225,67
62,940,75
63,568,14
64,406,58
65,666,97
66,686,46
67,361,82
68,563,69
69,436,20
70,846,23
71,357,67
72,351,93
73,147,101
74,681,96
75,857,61
76,306,57
77,62,34
78,77,33
79,231,93
80,726,101
81,910,102
82,913,89
83,702,79
84,714,18
85,261,80
86,960,35
87,57,6
88,398,13
89,920,27
90,2,61
91,162,89
92,17,77
93,460,55
94,295,59
95,904,45
96,902,93
97,881,73
98,60,28
99,265,29
100,537,84
101,511,53
102,949,75
103,715,83
104,830,64
105,350,88
106,255,71
107,315,6
108,703,93
109,758,46
110,193,64
111,56,53
112,156,53
113,636,106
114,427,70
115,442,77
116,546,58
117,375,14
118,965,68
119,997,57
120,285,16
121,340,57
122,896,39
123,844,81
124,852,48
125,820,55
126,106,82
127,51,84
128,928,14
129,831,96
130,148,58
131,36,7
132,175,90
133,996,51
134,159,52
135,321,30
136,630,93
137,30,45
138,455,19
139,179,56
140,142,66
141,60,51
142,730,36
143,280,20
144,229,22
145,764,52
146,651,58
147,522,17
148,784,49
149,237,49
150,102,22
151,414,78
152,919,42
153,191,78
154,245,61
155,380,38
156,574,106
157,718,110
158,462,106
159,858,53
160,298,63
161,334,77
162,977,79
163,863,107
164,663,85
165,869,56
166,601,89
167,885,45
168,737,57
169,300,28
170,762,14
171,320,83
172,182,110
173,571,24
174,567,102
175,987,92
176,252,19
177,230,55
178,956,104
179,18,79
180,498,51
181,265,72
182,152,78
183,270,62
184,122,35
185,881,99
186,813,11
187,379,30
188,64,14
189,422,23
190,306,14
191,633,66
192,58,19
193,414,57
194,956,102
195,405,60
196,738,72
197,96,60
198,997,67
199,531,84
200,79,15
201,891,89
202,439,80
203,550,9
204,715,70
205,973,44
206,110,9
207,95,31
208,918,19
209,93,68
210,412,16
211,172,47
212,90,47
213,154,73
214,948,48
215,214,104
216,329,78
217,553,19
218,163,80
219,213,69
220,528,33
221,284,42
222,102,71
223,461,99
224,725,107
225,66,7
226,90,49
227,311,60
228,170,46
229,293,59
230,506,88
231,412,85
232,91,110
233,980,14
234,347,23
235,499,85
236,676,18
237,565,70
238,323,28
239,474,90
240,772,50
241,801,89
242,688,5
243,530,46
244,657,63
245,837,37
246,722,17
247,462,46
248,783,71
249,527,64
250,666,72
251,290,16
252,509,93
253,986,61
254,336,12
255,271,73
256,689,77
257,852,7
258,737,70
259,541,12
260,781,55
261,102,104
262,585,5
263,638,110
264,708,6
265,939,7
266,684,67
267,699,103
268,506,71
269,885,47
270,801,25
271,303,107
272,819,79
273,837,41
274,55,36
275,736,20
276,922,7
277,927,56
278,191,69
279,763,110
280,360,58
281,619,22
282,233,110
283,350,77
284,370,27
285,651,13
286,393,17
287,73,22
288,697,25
289,735,110
290,578,59
291,147,49
292,107,73
293,576,58
294,571,106
295,290,38
296,843,17
297,576,91
298,245,103
299,275,107
300,225,49
301,462,41
302,359,51
303,298,71
304,238,105
305,505,16
306,787,14
307,60,90
308,330,79
309,8,73
310,632,63
311,419,33
312,819,7
313,668,45
314,393,33
315,327,81
316,175,14
317,880,52
318,579,59
319,638,78
320,52,15
321,246,81
322,380,86
323,15,16
324,831,40
325,955,70
326,51,48
327,287,58
328,761,107
329,450,94
330,601,34
331,456,70
332,649,14
333,22,33
334,197,24
335,852,103
336,207,25
337,781,48
338,767,42
339,425,107
340,263,25
341,126,99
342,105,8
343,872,94
344,528,26
345,173,99
346,545,39
347,362,58
348,925,91
349,517,27
350,347,105
351,423,102
352,994,39
353,71,12
354,207,42
355,681,95
356,472,66
357,218,12
358,28,105
359,945,16
360,300,59
361,680,12
362,134,49
363,740,66
364,856,6
365,516,99
366,502,67
367,517,60
368,531,44
369,33,50
370,735,71
371,185,90
372,87,8
373,865,7
374,15,24
375,743,81
376,865,81
377,451,67
378,242,99
379,964,16
380,244,97
381,684,58
382,727,20
383,139,110
384,428,93
385,440,51
386,248,31
387,988,25
388,136,97
389,582,79
390,374,57
391,337,7
392,428,13
393,192,51
394,817,105
395,697,19
396,477,85
397,190,8
398,733,7
399,312,79
400,21,101
401,255,41
402,46,12
403,691,15
404,689,12
405,429,56
406,344,103
407,714,34
408,4,49
409,457,19
410,563,106
411,349,72
412,492,22
413,404,28
414,99,45
415,507,23
416,770,22
417,635,77
418,42,24
419,266,82
420,100,13
421,771,89
422,335,91
423,340,26
424,696,106
425,820,40
426,807,108
427,935,48
428,235,105
429,434,17
430,232,22
431,4,49
432,842,71
433,576,95
434,45,69
435,566,63
436,118,100
437,375,61
438,850,80
439,288,58
440,258,37
441,346,41
442,533,88
443,191,73
444,939,41
445,336,15
446,851,90
447,610,55
448,13,86
449,708,46
450,478,107
451,631,110
452,699,34
453,157,86
454,598,45
455,722,52
456,116,19
457,158,35
458,697,28
459,734,66
460,758,49
461,987,42
462,57,33
463,928,17
464,557,49
465,984,62
466,481,80
467,425,35
468,388,45
469,704,73
470,10,72
471,756,100
472,47,42
473,540,14
474,837,93
475,929,107
476,59,72
477,194,77
478,443,56
479,825,46
480,80,104
481,866,72
482,145,19
483,130,14
484,519,80
485,680,68
486,287,25
487,422,37
488,931,60
489,958,74
490,446,50
491,316,70
492,348,45
493,485,105
494,679,106
495,823,71
496,304,64
497,755,14
498,643,29
499,864,49
500,573,11
501,216,77
502,698,40
503,734,31
504,520,33
505,180,5
506,330,70
507,242,81
508,366,106
509,215,44
510,7,108
511,353,9
512,787,88
513,95,36
514,881,83
515,747,102
516,779,105
517,557,42
518,172,25
519,763,69
520,815,28
521,882,57
522,85,95
523,510,107
524,946,90
525,102,53
526,707,52
527,279,15
528,235,45
529,84,8
530,762,23
531,774,33
532,767,96
533,513,25
534,220,30
535,263,88
536,551,36
537,921,9
538,367,86
539,906,84
540,648,89
541,236,104
542,611,59
543,830,33
544,876,92
545,364,101
546,886,49
547,954,52
548,279,75
549,848,69
550,322,16
551,462,45
552,430,107
553,257,49
554,192,85
555,134,96
556,593,36
557,811,84
558,991,19
559,916,53
560,435,93
561,588,28
562,319,69
563,732,25
564,241,56
565,868,17
566,190,33
567,123,59
568,831,19
569,184,30
570,982,48
571,635,71
572,65,95
573,885,39
574,403,30
575,462,84
576,92,102
577,838,56
578,14,14
579,945,56
580,186,37
581,350,47
582,700,64
583,103,46
584,975,78
585,478,99
586,783,11
587,202,66
588,809,30
589,466,86
590,150,88
591,458,5
592,60,108
593,488,49
594,864,48
595,779,51
596,712,84
597,899,108
598,18,11
599,596,97
600,565,69
601,248,62
602,702,103
603,778,41
604,184,19
605,676,105
606,771,80
607,340,20
608,932,24
609,814,93
610,341,11
611,649,97
612,50,26
613,327,79
614,615,14
615,59,80
616,890,12
617,529,101
618,361,15
619,769,79
620,584,62
621,172,82
622,777,53
623,661,103
624,387,39
625,702,15
626,976,33
627,132,66
628,483,77
629,114,85
630,548,61
631,976,59
632,306,30
633,467,103
634,103,96
635,897,75
636,268,56
637,677,107
638,226,40
639,679,39
640,848,104
641,175,78
642,176,37
643,552,38
644,343,89
645,704,58
646,924,37
647,802,19
648,955,67
649,921,86
650,334,56
651,912,55
652,578,60
653,947,67
654,544,22
655,358,17
656,394,55
657,282,110
658,979,48
659,721,63
660,77,70
661,802,91
662,861,68
663,578,68
664,436,85
665,596,12
666,88,57
667,150,58
668,24,20
669,966,22
670,600,64
671,695,45
672,994,57
673,425,58
674,796,72
675,405,92
676,452,59
677,885,95
678,969,16
679,688,42
680,147,89
681,463,38
682,786,72
683,812,103
684,544,25
685,330,59
686,152,108
687,11,89
688,669,110
689,616,59
690,738,93
691,815,9
692,627,91
693,638,79
694,859,47
695,323,13
696,667,51
697,272,29
698,876,75
699,21,30
700,610,26
701,744,110
702,225,99
703,262,61
704,996,66
705,526,85
706,598,14
707,205,105
708,228,5
709,642,110
710,537,101
711,174,30
712,818,39
713,348,16
714,791,15
715,359,107
716,77,19
717,202,6
718,480,36
719,185,104
720,119,15
721,170,80
722,837,42
723,726,49
724,656,38
725,953,16
726,545,27
727,185,5
728,659,107
729,373,80
730,83,94
731,484,99
732,541,104
733,267,69
734,941,80
735,975,97
736,593,94
737,673,68
738,339,6
739,313,46
740,699,105
741,462,13
742,880,57
743,698,89
744,197,36
745,148,92
746,899,36
747,331,41
748,205,40
749,492,25
750,46,105
751,78,16
752,580,29
753,366,61
754,839,74
755,623,108
756,98,83
757,153,16
758,70,25
759,191,51
760,958,108
761,336,100
762,575,106
763,818,29
764,125,30
765,333,13
766,485,18
767,122,108
768,269,105
769,110,74
770,753,13
771,963,7
772,686,42
773,51,46
774,998,48
775,322,15
776,546,93
777,213,49
778,113,42
779,303,57
780,196,29
781,284,19
782,184,59
783,312,27
784,730,75
785,515,28
786,48,17
787,750,33
788,67,84
789,442,17
790,209,66
791,541,9
792,118,99
793,802,55
794,704,71
795,405,67
796,390,16
797,66,8
798,287,96
799,655,83
800,281,24
801,999,27
802,241,49
803,581,68
804,553,105
805,75,45
806,140,106
807,156,60
808,162,103
809,253,101
810,749,14
811,771,57
812,970,103
813,962,31
814,64,60
815,241,96
816,527,80
817,348,53
818,563,91
819,15,20
820,39,72
821,868,30
822,21,78
823,753,15
824,980,71
825,620,23
826,708,49
827,98,56
828,862,94
829,40,6
830,949,78
831,101,36
832,522,110
833,23,84
834,687,22
835,815,59
836,934,37
837,956,20
838,548,63
839,613,63
840,711,46
841,869,106
842,372,38
843,768,39
844,100,60
845,395,58
846,727,41
847,586,60
848,420,52
849,687,62
850,926,36
851,429,44
852,509,67
853,192,62
854,182,38
855,731,57
856,798,82
857,950,93
858,944,101
859,820,58
860,275,78
861,410,93
862,212,108
863,423,49
864,376,51
865,344,106
866,188,9
867,904,101
868,720,77
869,925,53
870,776,56
871,659,85
872,236,64
873,778,92
874,860,67
875,206,18
876,758,50
877,227,92
878,167,94
879,363,91
880,476,12
881,40,70
